"","WKT","id","codigo","nomoficial","alt_izqini","alt_izqfin","alt_derini","alt_derfin","nomanter","nom_mapa","tipo_c","long","sentido","cod_sent","observa","bicisenda","lado_ciclo","recorrid_x","ciclo_obse","tooltip_bi","red_jerarq","red_tp","ffcc","tipo_ffcc","comuna","com_par","com_impar","barrio","barrio_par","barrio_imp"
"64","LINESTRING (-58.3913023378631 -34.6019128271521,-58.3914273369207 -34.6007561228717)",9557,19071,"RODRIGUEZ PEÑA",602,700,601,699,"","RODRIGUEZ PEÑA","CALLE",128.83,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"65","LINESTRING (-58.3704880013539 -34.6018949292504,-58.3705992841843 -34.6019008266448,-58.3711813514881 -34.6019428173802)",9566,12089,"LAVALLE",202,300,201,299,"LAVALLE, Gral. - RIO DE JANEIRO (parcial)","LAVALLE","CALLE",63.8261516505752,"PEATONAL",0,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"66","LINESTRING (-58.3645929022621 -34.6010438494656,-58.3644880985142 -34.6020208213214)",9584,3272,"COSSETTINI, OLGA",302,400,301,399,"","OLGA COSSETTINI","CALLE",108.81,"DECRECIENTE",-1,"Asignación de Sentido de Circulación de S a N según Resolución  N.° 852/SSTRANS/14 aparecida en el Boletín Oficial 4549 del 29/12/2014 - Confirmación según Ley Nº 5406 en B.O. 4801 del 15/1/2016","-","","","","","VÍA LOCAL","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"67","LINESTRING (-58.3711813514881 -34.6019428173802,-58.3713101983304 -34.6019521400747,-58.3723968403728 -34.6020295753106,-58.3725260289974 -34.6020381223167)",9591,12089,"LAVALLE",302,400,301,399,"LAVALLE, Gral. - RIO DE JANEIRO (parcial)","LAVALLE","CALLE",123.8,"PEATONAL",0,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"68","LINESTRING (-58.3648364876843 -34.6020444131567,-58.3644880985142 -34.6020208213214)",9596,16049,"OCAMPO, VICTORIA",302,320,301,319,"","VICTORIA OCAMPO","CALLE",32.07,"CRECIENTE",1,"corrección númeración 28-1","-","","","","","VÍA LOCAL","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"69","LINESTRING (-58.3651656060878 -34.599046675772,-58.3648364876843 -34.6020444131567)",9597,4028,"DEALESSI, PIERINA",102,400,101,399,"","PIERINA DEALESSI","CALLE PEATONAL",333.92,"PEATONAL",0,"Asignación de Sentido de Circulación peatonal según Resolución  N.° 852/SSTRANS/14 aparecida en el Boletín Oficial 4549 del 29/12/2014 - Confirmación peatonal según Ley Nº 5406 en B.O. 4801 del 15/1/2016","-","","","","","VÍA LOCAL","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"70","LINESTRING (-58.3739102305385 -34.602130131489,-58.3739186388376 -34.6019928116758,-58.37399775623 -34.6009607415784)",9624,20044,"SAN MARTIN",502,600,501,599,"","SAN MARTIN","CALLE",129.98,"CRECIENTE",1,"","Ciclovías","","","Construcción Año 2014","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"71","LINESTRING (-58.3781185808387 -34.6023787793776,-58.3781804024144 -34.6012196503653)",9709,5072,"ESMERALDA",502,600,501,599,"","ESMERALDA","CALLE",128.71,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"72","LINESTRING (-58.3818858202511 -34.6025603639423,-58.3822781143434 -34.6025821082128)",9755,12089,"LAVALLE",1062,1100,1061,1099,"LAVALLE, Gral. - RIO DE JANEIRO (parcial)","LAVALLE","CALLE",36.07,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"73","LINESTRING (-58.3822781143434 -34.6025821082128,-58.3838016271764 -34.6026293082132)",9769,12089,"LAVALLE",1102,1200,1101,1199,"LAVALLE, Gral. - RIO DE JANEIRO (parcial)","LAVALLE","CALLE",139.85,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"74","LINESTRING (-58.3866438695672 -34.6027737346763,-58.3878159149274 -34.6029007348482,-58.3879547300692 -34.6029096940161)",9842,12089,"LAVALLE",1402,1500,1401,1499,"LAVALLE, Gral. - RIO DE JANEIRO (parcial)","LAVALLE","CALLE",121.2,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"75","LINESTRING (-58.3690151549627 -34.602907585385,-58.3690393334963 -34.602764855503,-58.369140574182 -34.6019555555936,-58.3691586282644 -34.6018057081577)",9854,2105,"BOUCHARD",402,500,401,499,"","BOUCHARD","CALLE",122.95,"DECRECIENTE",-1,"","Ciclovías","","","Construcción Año 2010","Ciclovía","VÍA LOCAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"76","LINESTRING (-58.3894626188716 -34.6030106877225,-58.3895321651686 -34.6017989512194)",9874,13118,"MONTEVIDEO",502,600,501,599,"","MONTEVIDEO","CALLE",134.58,"DECRECIENTE",-1,"","Ciclovías","","","Construcción Año 2012","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"77","LINESTRING (-58.3710982756286 -34.6030564329492,-58.3711730524735 -34.6020542212095,-58.3711813514881 -34.6019428173802)",9896,23024,"25 DE MAYO",402,500,401,499,"","25 DE MAYO","CALLE",123.77,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"78","LINESTRING (-58.391183776648 -34.6031058734513,-58.3912892882975 -34.6020335959042,-58.3913023378631 -34.6019128271521)",9901,19071,"RODRIGUEZ PEÑA",502,600,501,599,"","RODRIGUEZ PEÑA","CALLE",132.8,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"79","LINESTRING (-58.391183776648 -34.6031058734513,-58.3921535397118 -34.6031564435032,-58.3923903931775 -34.6031546095204)",9911,12089,"LAVALLE",1718,1800,1701,1799,"LAVALLE, Gral. - RIO DE JANEIRO (parcial)","LAVALLE","CALLE",110.86,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"80","LINESTRING (-58.3710982756286 -34.6030564329492,-58.3712784775928 -34.6030682592975,-58.3724647798489 -34.6031463324353)",9912,3174,"CORRIENTES AV.",302,400,301,399,"TRIUNVIRATO (parcial)","AV. CORRIENTES","AVENIDA",125.75,"DECRECIENTE",-1,"","Carriles Preferenciales","","","","Carril preferencial","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"81","LINESTRING (-58.3724647798489 -34.6031463324353,-58.3725260289974 -34.6020381223167)",9913,19017,"RECONQUISTA",402,500,401,499,"LA RECONQUISTA","RECONQUISTA","CALLE",123.07,"PEATONAL",0,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"82","LINESTRING (-58.3738538610708 -34.6032320077573,-58.3738626008871 -34.603103420738,-58.3739033812495 -34.6022431563078,-58.3739102305385 -34.602130131489)",9935,20044,"SAN MARTIN",402,500,401,499,"","SAN MARTIN","CALLE",122.35,"CRECIENTE",1,"","Ciclovías","","","Construcción Año 2014","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"83","LINESTRING (-58.3647003864229 -34.6032735465309,-58.3635443215254 -34.6031978170354)",9947,7136,"GUEVARA, TRINIDAD",302,400,301,399,"","TRINIDAD GUEVARA","CALLE",106.38,"CRECIENTE",1,"corrección númeración 28-1","-","","","","","VÍA LOCAL","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"84","LINESTRING (-58.3822328174512 -34.6033573942359,-58.3838016271764 -34.6026293082132)",9952,20004,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",1102,1220,1101,1219,"DIAGONAL NORTE","AV.PRES. ROQUE SAENZ PEÑA","AVENIDA",165.03,"PEATONAL",0,"Inclusión en la Denominación de ""Diagonal Norte"" según Ley 1682 publicada en el Boletín Oficial 2204 del 03/06/2005","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"85","LINESTRING (-58.3738538610708 -34.6032320077573,-58.3752203776742 -34.6033157495436)",9957,3174,"CORRIENTES AV.",502,600,501,599,"TRIUNVIRATO (parcial)","AV. CORRIENTES","AVENIDA",125.7,"DECRECIENTE",-1,"","Carriles Preferenciales","","","","Carril preferencial","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"86","LINESTRING (-58.3766626918061 -34.6034041778254,-58.3766675270652 -34.6032587566011,-58.3767067605524 -34.6023020098378)",9977,13014,"MAIPU",402,500,401,499,"","MAIPU","CALLE",122.34,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"87","LINESTRING (-58.3780749466132 -34.6034906666308,-58.3781122424795 -34.6024974386752,-58.3781185808387 -34.6023787793776)",10005,5072,"ESMERALDA",402,500,401,499,"","ESMERALDA","CALLE",123.41,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"88","LINESTRING (-58.3794750260306 -34.6035764264916,-58.379535393228 -34.6025756082041,-58.3795411369348 -34.6024534272456)",10032,20123,"SUIPACHA",402,500,401,499,"","SUIPACHA","CALLE",124.73,"DECRECIENTE",-1,"","Ciclovías","","","Construcción Año 2011","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"89","LINESTRING (-58.3809789223163 -34.6036685784959,-58.3810392502233 -34.6025166304488)",10044,17052,"PELLEGRINI, CARLOS",402,500,401,499,"ARTES","CARLOS PELLEGRINI","CALLE",127.91,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"90","LINESTRING (-58.3809789223163 -34.6036685784959,-58.3811770202937 -34.6036723740129)",10045,3174,"CORRIENTES AV.",1002,1030,1001,1029,"TRIUNVIRATO (parcial)","AV. CORRIENTES","AVENIDA",18.18,"DECRECIENTE",-1,"","Carriles Preferenciales","","","","Carril preferencial","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"91","LINESTRING (-58.3809597377621 -34.6040356835675,-58.381285095728 -34.6038645556274,-58.3818405868955 -34.6038268351546,-58.3820049661722 -34.6037353941571)",10083,3174,"CORRIENTES AV.",0,0,0,0,"TRIUNVIRATO (parcial)","AV. CORRIENTES","AVENIDA",104.67,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"92","LINESTRING (-58.3837151466001 -34.6038273680104,-58.3851362764205 -34.6039107526649)",10099,3174,"CORRIENTES AV.",1202,1300,1201,1299,"TRIUNVIRATO (parcial)","AV. CORRIENTES","AVENIDA",130.69,"DECRECIENTE",-1,"","Carriles Preferenciales","","","","Carril preferencial","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"93","LINESTRING (-58.3851362764205 -34.6039107526649,-58.3852014646769 -34.6026914807396)",10100,21009,"TALCAHUANO",402,500,401,499,"","TALCAHUANO","CALLE",135.39,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"94","LINESTRING (-58.3865258983824 -34.6039922699342,-58.3865945393621 -34.6039977357194)",10114,3174,"CORRIENTES AV.",0,0,0,0,"TRIUNVIRATO (parcial)","AV. CORRIENTES","AVENIDA",6.33,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"95","LINESTRING (-58.368820340415 -34.6042307784666,-58.3689924341477 -34.6030415134404,-58.3690151549627 -34.602907585385)",10121,2105,"BOUCHARD",202,400,201,399,"","BOUCHARD","CALLE",147.88,"DECRECIENTE",-1,"Calles cerradas al Tránsito vehicular desde la Inauguración del Centro Cultural Kirchner (Mayo de 2015)","-","","","","","VÍA LOCAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"96","LINESTRING (-58.3809597377621 -34.6040356835675,-58.3809789223163 -34.6036685784959)",10122,17052,"PELLEGRINI, CARLOS",372,400,371,399,"ARTES","CARLOS PELLEGRINI","CALLE",40.76,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"97","LINESTRING (-58.389395118444 -34.6042180589209,-58.3908228761879 -34.6043332832326)",10199,3174,"CORRIENTES AV.",1602,1700,1601,1699,"TRIUNVIRATO (parcial)","AV. CORRIENTES","AVENIDA",131.59,"DECRECIENTE",-1,"","Carriles Preferenciales","","","","Carril preferencial","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"98","LINESTRING (-58.3908228761879 -34.6043332832326,-58.3908507003225 -34.6030884927835)",10200,19071,"RODRIGUEZ PEÑA",402,500,401,499,"","RODRIGUEZ PEÑA","CALLE",138.12,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"99","LINESTRING (-58.37101622003 -34.6042465994247,-58.3711462638651 -34.6042549372675,-58.3722521705638 -34.6043446420331,-58.3723924321223 -34.6043555918432)",10209,20074,"SARMIENTO",302,400,301,399,"CUYO","SARMIENTO","CALLE",126.82,"CRECIENTE",1,"","Ciclovías","","","Construcción Año 2014","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"100","LINESTRING (-58.3803354219688 -34.6044070266039,-58.3809597377621 -34.6040356835675)",10220,20004,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",952,1000,951,999,"DIAGONAL NORTE","AV.PRES. ROQUE SAENZ PEÑA","AVENIDA",70.55,"DECRECIENTE",-1,"Inclusión en la Denominación de ""Diagonal Norte"" según Ley 1682 publicada en el Boletín Oficial 2204 del 03/06/2005","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"101","LINESTRING (-58.3723924321223 -34.6043555918432,-58.373636562838 -34.6044529927117,-58.3737897702474 -34.6044641616989)",10238,20074,"SARMIENTO",402,500,401,499,"CUYO","SARMIENTO","CALLE",128.74,"CRECIENTE",1,"","Ciclovías","","","Construcción Año 2014","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"102","LINESTRING (-58.3737897702474 -34.6044641616989,-58.3750293976527 -34.604554573131,-58.375165744159 -34.604563615485)",10270,20074,"SARMIENTO",502,600,501,599,"CUYO","SARMIENTO","CALLE",126.7,"CRECIENTE",1,"","Ciclovías","","","Construcción Año 2014","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"103","LINESTRING (-58.375165744159 -34.604563615485,-58.3764538414938 -34.6046486952582,-58.3765833760816 -34.6046564635556)",10296,20074,"SARMIENTO",602,700,601,699,"CUYO","SARMIENTO","CALLE",130.45,"CRECIENTE",1,"","Ciclovías","","","Construcción Año 2014","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"104","LINESTRING (-58.3780103858106 -34.6047434565574,-58.3780675050691 -34.6036886220624,-58.3780749466132 -34.6034906666308)",10320,5072,"ESMERALDA",302,400,301,399,"","ESMERALDA","CALLE",139.11,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"105","LINESTRING (-58.3780103858106 -34.6047434565574,-58.3790927292554 -34.6048185051776,-58.379387141585 -34.6048372998271)",10333,20074,"SARMIENTO",802,900,801,899,"CUYO","SARMIENTO","CALLE",126.72,"CRECIENTE",1,"","Ciclovías","","","Construcción Año 2014","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"106","LINESTRING (-58.379387141585 -34.6048372998271,-58.379501772499 -34.6048446322344)",10335,20074,"SARMIENTO",0,0,0,0,"CUYO","SARMIENTO","CALLE",10.55,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"107","LINESTRING (-58.379501772499 -34.6048446322344,-58.3799660024391 -34.6048742463783,-58.3803137278324 -34.6048965963702)",10345,20074,"SARMIENTO",902,950,901,949,"CUYO","SARMIENTO","CALLE",74.7,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"108","LINESTRING (-58.3803137278324 -34.6048965963702,-58.3803354219688 -34.6044070266039)",10346,3060,"CARABELAS",302,350,301,349,"","CARABELAS","CALLE",54.35,"PEATONAL",0,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"109","LINESTRING (-58.3803137278324 -34.6048965963702,-58.3809034903968 -34.6049343909708)",10355,20074,"SARMIENTO",952,1000,951,999,"CUYO","SARMIENTO","CALLE",54.26,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"110","LINESTRING (-58.3809034903968 -34.6049343909708,-58.3809425507892 -34.6043634231957,-58.3809597377621 -34.6040356835675)",10356,17052,"PELLEGRINI, CARLOS",302,370,301,369,"ARTES","CARLOS PELLEGRINI","CALLE",99.83,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"111","LINESTRING (-58.3817304419697 -34.6049874018447,-58.3821373520715 -34.6050134585307)",10377,20074,"SARMIENTO",1062,1100,1061,1099,"CUYO","SARMIENTO","CALLE",37.44,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"112","LINESTRING (-58.3836237378677 -34.605099721132,-58.3837143218822 -34.6039776513511,-58.3837151466001 -34.6038273680104)",10400,12106,"LIBERTAD",302,400,301,399,"","LIBERTAD","CALLE",141.43,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"113","LINESTRING (-58.3648813544972 -34.6050901271229,-58.3648082014711 -34.6050659702972,-58.3647046337128 -34.6050494150668,-58.3645931113938 -34.6050213232047,-58.3645560249404 -34.6049990404857,-58.3645098157555 -34.6049712765074,-58.3644098909301 -34.6048727473778)",10404,7115,"GUEMES, MACACHA",202,300,0,0,"CANGALLO-PERON, J","MACACHA GUEMES","BOULEVARD",51.31,"DECRECIENTE",-1,"corrección númeración 28-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"114","LINESTRING (-58.3670462852131 -34.5992020220731,-58.3664293800966 -34.6047419243875,-58.3663846132164 -34.6051540073753)",10416,30062,"GORRITI JUANA MANUELA",102,700,101,699,"","JUANA MANUELA GORRITI","CALLE PEATONAL",663.057702343629,"PEATONAL",0,"Asignación de Sentido de Circulación peatonal según Resolución  N.° 852/SSTRANS/14 aparecida en el Boletín Oficial 4549 del 29/12/2014 - Confirmación peatonal según Ley Nº 5406 en B.O. 4801 del 15/1/2016","-","","","","","VÍA LOCAL","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"115","LINESTRING (-58.3864794924873 -34.6052750761849,-58.3864986646453 -34.6051729036875,-58.3865258983824 -34.6039922699342)",10446,22015,"URUGUAY",302,400,301,399,"","URUGUAY","CALLE",142.47,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"116","LINESTRING (-58.3864794924873 -34.6052750761849,-58.3877572247022 -34.6053568610483,-58.387895109663 -34.6053629323419)",10471,20074,"SARMIENTO",1402,1500,1401,1499,"CUYO","SARMIENTO","CALLE",130.22,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"117","LINESTRING (-58.387895109663 -34.6053629323419,-58.387903366574 -34.6052737812341,-58.3879054864971 -34.6042475001015,-58.3879051067228 -34.6041022864858)",10472,17018,"PARANA",302,400,301,399,"","PARANA","CALLE",139.88,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"118","LINESTRING (-58.3709351380659 -34.6054014137322,-58.3710080819369 -34.6043661020298,-58.37101622003 -34.6042465994247)",10484,23024,"25 DE MAYO",202,300,201,299,"","25 DE MAYO","CALLE",128.33,"CRECIENTE",1,"Asignación de Sentido Único de Circulación de S a N según Resolución Nº 493/SSTRANS/12 publicada en el Boletín Oficial 4026 del 31/10/2012.   Calle Prioridad Peatón","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"119","LINESTRING (-58.387895109663 -34.6053629323419,-58.3880260960568 -34.6053687879533,-58.3892091312018 -34.6054401468926,-58.3893422453804 -34.6054479038189)",10491,20074,"SARMIENTO",1502,1600,1501,1599,"CUYO","SARMIENTO","CALLE",133.08,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"120","LINESTRING (-58.3893422453804 -34.6054479038189,-58.389342065855 -34.6053621982538,-58.389395118444 -34.6042180589209)",10492,13118,"MONTEVIDEO",302,400,301,399,"","MONTEVIDEO","CALLE",136.53,"DECRECIENTE",-1,"","Ciclovías","","","Construcción Año 2012","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"121","LINESTRING (-58.3907903215014 -34.6055322248798,-58.3908966086835 -34.6055384148466,-58.3919869640701 -34.6056322977789,-58.3921972379655 -34.6056462235126)",10538,20074,"SARMIENTO",1702,1800,1701,1799,"CUYO","SARMIENTO","CALLE",129.68,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"122","LINESTRING (-58.3779611639372 -34.6056532943045,-58.3780103858106 -34.6047434565574)",10543,5072,"ESMERALDA",252,300,251,299,"","ESMERALDA","CALLE",101.03,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"123","LINESTRING (-58.3779611639372 -34.6056532943045,-58.3793828981434 -34.6049070162201)",10544,20004,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",802,900,801,899,"DIAGONAL NORTE","AV.PRES. ROQUE SAENZ PEÑA","AVENIDA",154.47,"DOBLE",2,"Inclusión en la Denominación de ""Diagonal Norte"" según Ley 1682 publicada en el Boletín Oficial 2204 del 03/06/2005","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
